,DRG,CM-PCS,en
35247,DRG23007,0NPW04Z,"Removal of Internal Fixation Device from Facial Bone, Open Approach"
35248,DRG23007,0NPW34Z,"Removal of Internal Fixation Device from Facial Bone, Percutaneous Approach"
35249,DRG23007,0NPW44Z,"Removal of Internal Fixation Device from Facial Bone, Percutaneous Endoscopic Approach"
35250,DRG23007,0NPWX4Z,"Removal of Internal Fixation Device from Facial Bone, External Approach"
35251,DRG23007,0PP004Z,"Removal of Internal Fixation Device from Sternum, Open Approach"
35252,DRG23007,0PP007Z,"Removal of Autologous Tissue Substitute from Sternum, Open Approach"
35253,DRG23007,0PP00JZ,"Removal of Synthetic Substitute from Sternum, Open Approach"
35254,DRG23007,0PP00KZ,"Removal of Nonautologous Tissue Substitute from Sternum, Open Approach"
35255,DRG23007,0PP034Z,"Removal of Internal Fixation Device from Sternum, Percutaneous Approach"
35256,DRG23007,0PP037Z,"Removal of Autologous Tissue Substitute from Sternum, Percutaneous Approach"
35257,DRG23007,0PP03JZ,"Removal of Synthetic Substitute from Sternum, Percutaneous Approach"
35258,DRG23007,0PP03KZ,"Removal of Nonautologous Tissue Substitute from Sternum, Percutaneous Approach"
35259,DRG23007,0PP044Z,"Removal of Internal Fixation Device from Sternum, Percutaneous Endoscopic Approach"
35260,DRG23007,0PP047Z,"Removal of Autologous Tissue Substitute from Sternum, Percutaneous Endoscopic Approach"
35261,DRG23007,0PP04JZ,"Removal of Synthetic Substitute from Sternum, Percutaneous Endoscopic Approach"
35262,DRG23007,0PP04KZ,"Removal of Nonautologous Tissue Substitute from Sternum, Percutaneous Endoscopic Approach"
35263,DRG23007,0PP104Z,"Removal of Internal Fixation Device from Right Rib, Open Approach"
35264,DRG23007,0PP107Z,"Removal of Autologous Tissue Substitute from Right Rib, Open Approach"
35265,DRG23007,0PP10JZ,"Removal of Synthetic Substitute from Right Rib, Open Approach"
35266,DRG23007,0PP10KZ,"Removal of Nonautologous Tissue Substitute from Right Rib, Open Approach"
35267,DRG23007,0PP134Z,"Removal of Internal Fixation Device from Right Rib, Percutaneous Approach"
35268,DRG23007,0PP137Z,"Removal of Autologous Tissue Substitute from Right Rib, Percutaneous Approach"
35269,DRG23007,0PP13JZ,"Removal of Synthetic Substitute from Right Rib, Percutaneous Approach"
