,DRG,CM-PCS,en
13948,DRG18602,Q351,Cleft hard palate
13949,DRG18602,Q353,Cleft soft palate
13950,DRG18602,Q355,Cleft hard palate with cleft soft palate
13951,DRG18602,Q357,Cleft uvula
13952,DRG18602,Q359,"Cleft palate, unspecified"
13953,DRG18602,Q360,"Cleft lip, bilateral"
13954,DRG18602,Q361,"Cleft lip, median"
13955,DRG18602,Q369,"Cleft lip, unilateral"
13956,DRG18602,Q370,Cleft hard palate with bilateral cleft lip
13957,DRG18602,Q371,Cleft hard palate with unilateral cleft lip
13958,DRG18602,Q372,Cleft soft palate with bilateral cleft lip
13959,DRG18602,Q373,Cleft soft palate with unilateral cleft lip
13960,DRG18602,Q374,Cleft hard and soft palate with bilateral cleft lip
13961,DRG18602,Q375,Cleft hard and soft palate with unilateral cleft lip
13962,DRG18602,Q378,Unspecified cleft palate with bilateral cleft lip
13963,DRG18602,Q379,Unspecified cleft palate with unilateral cleft lip
13964,DRG18602,Q380,"Congenital malformations of lips, not elsewhere classified"
13965,DRG18602,Q386,Other congenital malformations of mouth
