,DRG,CM-PCS,en
48912,DRG24305,M4641,"Discitis, unspecified, occipito-atlanto-axial region"
48913,DRG24305,M4642,"Discitis, unspecified, cervical region"
48914,DRG24305,M4643,"Discitis, unspecified, cervicothoracic region"
48915,DRG24305,M4644,"Discitis, unspecified, thoracic region"
48916,DRG24305,M4645,"Discitis, unspecified, thoracolumbar region"
48917,DRG24305,M4646,"Discitis, unspecified, lumbar region"
48918,DRG24305,M4647,"Discitis, unspecified, lumbosacral region"
48919,DRG24305,M5000,"Cervical disc disorder with myelopathy, unspecified cervical region"
48920,DRG24305,M5001,"Cervical disc disorder with myelopathy,  high cervical region"
48921,DRG24305,M5002,"Cervical disc disorder with myelopathy, mid-cervical region"
48922,DRG24305,M5003,"Cervical disc disorder with myelopathy, cervicothoracic region"
48923,DRG24305,M5020,"Other cervical disc displacement, unspecified cervical region"
48924,DRG24305,M5021,"Other cervical disc displacement,  high cervical region"
48925,DRG24305,M5022,"Other cervical disc displacement, mid-cervical region"
48926,DRG24305,M5023,"Other cervical disc displacement, cervicothoracic region"
48927,DRG24305,M5030,"Other cervical disc degeneration, unspecified cervical region"
48928,DRG24305,M5031,"Other cervical disc degeneration,  high cervical region"
48929,DRG24305,M5032,"Other cervical disc degeneration, mid-cervical region"
48930,DRG24305,M5033,"Other cervical disc degeneration, cervicothoracic region"
48931,DRG24305,M5080,"Other cervical disc disorders, unspecified cervical region"
48932,DRG24305,M5081,"Other cervical disc disorders,  high cervical region"
48933,DRG24305,M5082,"Other cervical disc disorders, mid-cervical region"
48934,DRG24305,M5083,"Other cervical disc disorders, cervicothoracic region"
48935,DRG24305,M5090,"Cervical disc disorder, unspecified, unspecified cervical region"
48936,DRG24305,M5091,"Cervical disc disorder, unspecified,  high cervical region"
48937,DRG24305,M5092,"Cervical disc disorder, unspecified, mid-cervical region"
48938,DRG24305,M5093,"Cervical disc disorder, unspecified, cervicothoracic region"
48939,DRG24305,M5104,"Intervertebral disc disorders with myelopathy, thoracic region"
48940,DRG24305,M5105,"Intervertebral disc disorders with myelopathy, thoracolumbar region"
48941,DRG24305,M5106,"Intervertebral disc disorders with myelopathy, lumbar region"
48942,DRG24305,M5124,"Other intervertebral disc displacement, thoracic region"
48943,DRG24305,M5125,"Other intervertebral disc displacement, thoracolumbar region"
48944,DRG24305,M5126,"Other intervertebral disc displacement, lumbar region"
48945,DRG24305,M5127,"Other intervertebral disc displacement, lumbosacral region"
48946,DRG24305,M5134,"Other intervertebral disc degeneration, thoracic region"
48947,DRG24305,M5135,"Other intervertebral disc degeneration, thoracolumbar region"
48948,DRG24305,M5136,"Other intervertebral disc degeneration, lumbar region"
48949,DRG24305,M5137,"Other intervertebral disc degeneration, lumbosacral region"
48950,DRG24305,M5184,"Other intervertebral disc disorders, thoracic region"
48951,DRG24305,M5185,"Other intervertebral disc disorders, thoracolumbar region"
48952,DRG24305,M5186,"Other intervertebral disc disorders, lumbar region"
48953,DRG24305,M5187,"Other intervertebral disc disorders, lumbosacral region"
48954,DRG24305,M519,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
