DRG,CM-PCS,en
DRG29601,E15,Nondiabetic hypoglycemic coma
DRG29601,E162,"Hypoglycemia, unspecified"
DRG29601,E201,Pseudohypoparathyroidism
DRG29601,E65,Localized adiposity
DRG29601,E6601,Morbid (severe) obesity due to excess calories
DRG29601,E6609,Other obesity due to excess calories
DRG29601,E661,Drug-induced obesity
DRG29601,E662,Morbid (severe) obesity with alveolar hypoventilation
DRG29601,E668,Other obesity
DRG29601,E669,"Obesity, unspecified"
DRG29601,E8350,Unspecified disorder of calcium metabolism
DRG29601,E8351,Hypocalcemia
DRG29601,E8352,Hypercalcemia
DRG29601,E8359,Other disorders of calcium metabolism
DRG29601,E8381,Hungry bone syndrome
DRG29601,E870,Hyperosmolality and hypernatremia
DRG29601,E871,Hypo-osmolality and hyponatremia
DRG29601,E872,Acidosis
DRG29601,E873,Alkalosis
DRG29601,E874,Mixed disorder of acid-base balance
DRG29601,E875,Hyperkalemia
DRG29601,E876,Hypokalemia
DRG29601,E878,"Other disorders of electrolyte and fluid balance, not elsewhere classified"
DRG29601,E891,Postprocedural hypoinsulinemia
DRG29601,R631,Polydipsia
DRG29601,R632,Polyphagia
DRG29601,R634,Abnormal weight loss
DRG29601,R635,Abnormal weight gain
DRG29601,R636,Underweight
DRG29601,R7301,Impaired fasting glucose
DRG29601,R7302,Impaired glucose tolerance (oral)
DRG29601,R7309,Other abnormal glucose
DRG29601,R739,"Hyperglycemia, unspecified"
DRG29601,R824,Acetonuria
