DRG,CM-PCS,en
DRG09701,J4520,"Mild intermittent asthma, uncomplicated"
DRG09701,J4521,Mild intermittent asthma with (acute) exacerbation
DRG09701,J4522,Mild intermittent asthma with status asthmaticus
DRG09701,J4530,"Mild persistent asthma, uncomplicated"
DRG09701,J4531,Mild persistent asthma with (acute) exacerbation
DRG09701,J4532,Mild persistent asthma with status asthmaticus
DRG09701,J4540,"Moderate persistent asthma, uncomplicated"
DRG09701,J4541,Moderate persistent asthma with (acute) exacerbation
DRG09701,J4542,Moderate persistent asthma with status asthmaticus
DRG09701,J4550,"Severe persistent asthma, uncomplicated"
DRG09701,J4551,Severe persistent asthma with (acute) exacerbation
DRG09701,J4552,Severe persistent asthma with status asthmaticus
DRG09701,J45901,Unspecified asthma with (acute) exacerbation
DRG09701,J45902,Unspecified asthma with status asthmaticus
DRG09701,J45909,"Unspecified asthma, uncomplicated"
DRG09701,J45991,Cough variant asthma
DRG09701,J45998,Other asthma
