,DRG,CM-PCS,en
5856,DRG00401,C880,Waldenstrom macroglobulinemia
5857,DRG00401,D891,Cryoglobulinemia
5862,DRG00401,D020DZZ,Stereotactic Other Photon Radiosurgery of Brain
5863,DRG00401,D020HZZ,Stereotactic Particulate Radiosurgery of Brain
5864,DRG00401,D020JZZ,Stereotactic Gamma Beam Radiosurgery of Brain
5865,DRG00401,D021DZZ,Stereotactic Other Photon Radiosurgery of Brain Stem
5866,DRG00401,D021HZZ,Stereotactic Particulate Radiosurgery of Brain Stem
5867,DRG00401,D021JZZ,Stereotactic Gamma Beam Radiosurgery of Brain Stem
5868,DRG00401,D026DZZ,Stereotactic Other Photon Radiosurgery of Spinal Cord
5869,DRG00401,D026HZZ,Stereotactic Particulate Radiosurgery of Spinal Cord
5870,DRG00401,D026JZZ,Stereotactic Gamma Beam Radiosurgery of Spinal Cord
5871,DRG00401,D027DZZ,Stereotactic Other Photon Radiosurgery of Peripheral Nerve
5872,DRG00401,D027HZZ,Stereotactic Particulate Radiosurgery of Peripheral Nerve
5873,DRG00401,D027JZZ,Stereotactic Gamma Beam Radiosurgery of Peripheral Nerve
5874,DRG00401,D720DZZ,Stereotactic Other Photon Radiosurgery of Bone Marrow
5875,DRG00401,D720HZZ,Stereotactic Particulate Radiosurgery of Bone Marrow
5876,DRG00401,D720JZZ,Stereotactic Gamma Beam Radiosurgery of Bone Marrow
5877,DRG00401,D721DZZ,Stereotactic Other Photon Radiosurgery of Thymus
5878,DRG00401,D721HZZ,Stereotactic Particulate Radiosurgery of Thymus
5879,DRG00401,D721JZZ,Stereotactic Gamma Beam Radiosurgery of Thymus
5880,DRG00401,D722DZZ,Stereotactic Other Photon Radiosurgery of Spleen
5881,DRG00401,D722HZZ,Stereotactic Particulate Radiosurgery of Spleen
5882,DRG00401,D722JZZ,Stereotactic Gamma Beam Radiosurgery of Spleen
5883,DRG00401,D723DZZ,Stereotactic Other Photon Radiosurgery of Neck Lymphatics
5884,DRG00401,D723HZZ,Stereotactic Particulate Radiosurgery of Neck Lymphatics
5885,DRG00401,D723JZZ,Stereotactic Gamma Beam Radiosurgery of Neck Lymphatics
5886,DRG00401,D724DZZ,Stereotactic Other Photon Radiosurgery of Axillary Lymphatics
5887,DRG00401,D724HZZ,Stereotactic Particulate Radiosurgery of Axillary Lymphatics
5888,DRG00401,D724JZZ,Stereotactic Gamma Beam Radiosurgery of Axillary Lymphatics
5889,DRG00401,D725DZZ,Stereotactic Other Photon Radiosurgery of Thorax Lymphatics
5890,DRG00401,D725HZZ,Stereotactic Particulate Radiosurgery of Thorax Lymphatics
5891,DRG00401,D725JZZ,Stereotactic Gamma Beam Radiosurgery of Thorax Lymphatics
5892,DRG00401,D726DZZ,Stereotactic Other Photon Radiosurgery of Abdomen Lymphatics
5893,DRG00401,D726HZZ,Stereotactic Particulate Radiosurgery of Abdomen Lymphatics
5894,DRG00401,D726JZZ,Stereotactic Gamma Beam Radiosurgery of Abdomen Lymphatics
5895,DRG00401,D727DZZ,Stereotactic Other Photon Radiosurgery of Pelvis Lymphatics
5896,DRG00401,D727HZZ,Stereotactic Particulate Radiosurgery of Pelvis Lymphatics
5897,DRG00401,D727JZZ,Stereotactic Gamma Beam Radiosurgery of Pelvis Lymphatics
5898,DRG00401,D728DZZ,Stereotactic Other Photon Radiosurgery of Inguinal Lymphatics
5899,DRG00401,D728HZZ,Stereotactic Particulate Radiosurgery of Inguinal Lymphatics
5900,DRG00401,D728JZZ,Stereotactic Gamma Beam Radiosurgery of Inguinal Lymphatics
5901,DRG00401,D820DZZ,Stereotactic Other Photon Radiosurgery of Eye
5902,DRG00401,D820HZZ,Stereotactic Particulate Radiosurgery of Eye
5903,DRG00401,D820JZZ,Stereotactic Gamma Beam Radiosurgery of Eye
5904,DRG00401,D920DZZ,Stereotactic Other Photon Radiosurgery of Ear
5905,DRG00401,D920HZZ,Stereotactic Particulate Radiosurgery of Ear
5906,DRG00401,D920JZZ,Stereotactic Gamma Beam Radiosurgery of Ear
5907,DRG00401,D921DZZ,Stereotactic Other Photon Radiosurgery of Nose
5908,DRG00401,D921HZZ,Stereotactic Particulate Radiosurgery of Nose
5909,DRG00401,D921JZZ,Stereotactic Gamma Beam Radiosurgery of Nose
5910,DRG00401,D924DZZ,Stereotactic Other Photon Radiosurgery of Mouth
5911,DRG00401,D924HZZ,Stereotactic Particulate Radiosurgery of Mouth
5912,DRG00401,D924JZZ,Stereotactic Gamma Beam Radiosurgery of Mouth
5913,DRG00401,D925DZZ,Stereotactic Other Photon Radiosurgery of Tongue
5914,DRG00401,D925HZZ,Stereotactic Particulate Radiosurgery of Tongue
5915,DRG00401,D925JZZ,Stereotactic Gamma Beam Radiosurgery of Tongue
5916,DRG00401,D926DZZ,Stereotactic Other Photon Radiosurgery of Salivary Glands
5917,DRG00401,D926HZZ,Stereotactic Particulate Radiosurgery of Salivary Glands
5918,DRG00401,D926JZZ,Stereotactic Gamma Beam Radiosurgery of Salivary Glands
5919,DRG00401,D927DZZ,Stereotactic Other Photon Radiosurgery of Sinuses
5920,DRG00401,D927HZZ,Stereotactic Particulate Radiosurgery of Sinuses
5921,DRG00401,D927JZZ,Stereotactic Gamma Beam Radiosurgery of Sinuses
5922,DRG00401,D928DZZ,Stereotactic Other Photon Radiosurgery of Hard Palate
5923,DRG00401,D928HZZ,Stereotactic Particulate Radiosurgery of Hard Palate
5924,DRG00401,D928JZZ,Stereotactic Gamma Beam Radiosurgery of Hard Palate
5925,DRG00401,D929DZZ,Stereotactic Other Photon Radiosurgery of Soft Palate
5926,DRG00401,D929HZZ,Stereotactic Particulate Radiosurgery of Soft Palate
5927,DRG00401,D929JZZ,Stereotactic Gamma Beam Radiosurgery of Soft Palate
5928,DRG00401,D92BDZZ,Stereotactic Other Photon Radiosurgery of Larynx
5929,DRG00401,D92BHZZ,Stereotactic Particulate Radiosurgery of Larynx
5930,DRG00401,D92BJZZ,Stereotactic Gamma Beam Radiosurgery of Larynx
5931,DRG00401,D92CDZZ,Stereotactic Other Photon Radiosurgery of Pharynx
5932,DRG00401,D92CHZZ,Stereotactic Particulate Radiosurgery of Pharynx
5933,DRG00401,D92CJZZ,Stereotactic Gamma Beam Radiosurgery of Pharynx
5934,DRG00401,D92DDZZ,Stereotactic Other Photon Radiosurgery of Nasopharynx
