,DRG,CM-PCS,en
49850,DRG02304,E035,Myxedema coma
49851,DRG02304,G935,Compression of brain
49852,DRG02304,G936,Cerebral edema
49853,DRG02304,R400,Somnolence
49854,DRG02304,R401,Stupor
49855,DRG02304,R4020,Unspecified coma
49856,DRG02304,R402110,"Coma scale, eyes open, never, unspecified time"
49857,DRG02304,R402111,"Coma scale, eyes open, never, in the field [EMT or ambulance]"
49858,DRG02304,R402112,"Coma scale, eyes open, never, at arrival to emergency department"
49859,DRG02304,R402113,"Coma scale, eyes open, never, at hospital admission"
49860,DRG02304,R402114,"Coma scale, eyes open, never, 24 hours or more after hospital admission"
49861,DRG02304,R402120,"Coma scale, eyes open, to pain, unspecified time"
49862,DRG02304,R402121,"Coma scale, eyes open, to pain, in the field [EMT or ambulance]"
49863,DRG02304,R402122,"Coma scale, eyes open, to pain, at arrival to emergency department"
49864,DRG02304,R402123,"Coma scale, eyes open, to pain, at hospital admission"
49865,DRG02304,R402124,"Coma scale, eyes open, to pain, 24 hours or more after hospital admission"
49866,DRG02304,R402130,"Coma scale, eyes open, to sound"
49867,DRG02304,R402131,"Coma scale, eyes open, to sound"
49868,DRG02304,R402132,"Coma scale, eyes open, to sound"
49869,DRG02304,R402133,"Coma scale, eyes open, to sound"
49870,DRG02304,R402134,"Coma scale, eyes open, to sound"
49871,DRG02304,R402140,"Coma scale, eyes open, spontaneous"
49872,DRG02304,R402141,"Coma scale, eyes open, spontaneous"
49873,DRG02304,R402143,"Coma scale, eyes open, spontaneous"
49874,DRG02304,R402144,"Coma scale, eyes open, spontaneous"
49875,DRG02304,R402210,"Coma scale, best verbal response, none, unspecified time"
49876,DRG02304,R402211,"Coma scale, best verbal response, none, in the field [EMT or ambulance]"
49877,DRG02304,R402212,"Coma scale, best verbal response, none, at arrival to emergency department"
49878,DRG02304,R402213,"Coma scale, best verbal response, none, at hospital admission"
49879,DRG02304,R402214,"Coma scale, best verbal response, none, 24 hours or more after hospital admission"
49880,DRG02304,R402220,"Coma scale, best verbal response, incomprehensible words, unspecified time"
49881,DRG02304,R402221,"Coma scale, best verbal response, incomprehensible words, in the field [EMT or ambulance]"
49882,DRG02304,R402222,"Coma scale, best verbal response, incomprehensible words, at arrival to emergency department"
49883,DRG02304,R402223,"Coma scale, best verbal response, incomprehensible words, at hospital admission"
49884,DRG02304,R402224,"Coma scale, best verbal response, incomprehensible words, 24 hours or more after hospital admission"
49885,DRG02304,R402230,"Coma scale, best verbal response, inappropriate words"
49886,DRG02304,R402231,"Coma scale, best verbal response, inappropriate words"
