,DRG,CM-PCS,en
642,DRG03702,085V0ZZ,"Destruction of Right Lacrimal Gland, Open Approach"
643,DRG03702,085V3ZZ,"Destruction of Right Lacrimal Gland, Percutaneous Approach"
644,DRG03702,085W0ZZ,"Destruction of Left Lacrimal Gland, Open Approach"
645,DRG03702,085W3ZZ,"Destruction of Left Lacrimal Gland, Percutaneous Approach"
646,DRG03702,089V00Z,"Drainage of Right Lacrimal Gland with Drainage Device, Open Approach"
647,DRG03702,089V0ZX,"Drainage of Right Lacrimal Gland, Open Approach, Diagnostic"
648,DRG03702,089V0ZZ,"Drainage of Right Lacrimal Gland, Open Approach"
649,DRG03702,089V30Z,"Drainage of Right Lacrimal Gland with Drainage Device, Percutaneous Approach"
650,DRG03702,089V3ZX,"Drainage of Right Lacrimal Gland, Percutaneous Approach, Diagnostic"
651,DRG03702,089V3ZZ,"Drainage of Right Lacrimal Gland, Percutaneous Approach"
652,DRG03702,089W00Z,"Drainage of Left Lacrimal Gland with Drainage Device, Open Approach"
653,DRG03702,089W0ZX,"Drainage of Left Lacrimal Gland, Open Approach, Diagnostic"
654,DRG03702,089W0ZZ,"Drainage of Left Lacrimal Gland, Open Approach"
655,DRG03702,089W30Z,"Drainage of Left Lacrimal Gland with Drainage Device, Percutaneous Approach"
656,DRG03702,089W3ZX,"Drainage of Left Lacrimal Gland, Percutaneous Approach, Diagnostic"
657,DRG03702,089W3ZZ,"Drainage of Left Lacrimal Gland, Percutaneous Approach"
658,DRG03702,08BV0ZX,"Excision of Right Lacrimal Gland, Open Approach, Diagnostic"
659,DRG03702,08BV3ZX,"Excision of Right Lacrimal Gland, Percutaneous Approach, Diagnostic"
660,DRG03702,08BW0ZX,"Excision of Left Lacrimal Gland, Open Approach, Diagnostic"
661,DRG03702,08BW3ZX,"Excision of Left Lacrimal Gland, Percutaneous Approach, Diagnostic"
662,DRG03702,08CV0ZZ,"Extirpation of Matter from Right Lacrimal Gland, Open Approach"
663,DRG03702,08CW0ZZ,"Extirpation of Matter from Left Lacrimal Gland, Open Approach"
664,DRG03702,0J810ZZ,"Division of Face Subcutaneous Tissue and Fascia, Open Approach"
