DRG,CM-PCS,en
DRG50304,0KXS0ZZ,"Transfer Right Lower Leg Muscle, Open Approach"
DRG50304,0KXS4ZZ,"Transfer Right Lower Leg Muscle, Percutaneous Endoscopic Approach"
DRG50304,0KXT0ZZ,"Transfer Left Lower Leg Muscle, Open Approach"
DRG50304,0KXT4ZZ,"Transfer Left Lower Leg Muscle, Percutaneous Endoscopic Approach"
DRG50304,0LSQ0ZZ,"Reposition Right Knee Tendon, Open Approach"
DRG50304,0LSQ4ZZ,"Reposition Right Knee Tendon, Percutaneous Endoscopic Approach"
DRG50304,0LSR0ZZ,"Reposition Left Knee Tendon, Open Approach"
DRG50304,0LSR4ZZ,"Reposition Left Knee Tendon, Percutaneous Endoscopic Approach"
DRG50304,0M9N00Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Open Approach"
DRG50304,0M9N0ZZ,"Drainage of Right Knee Bursa and Ligament, Open Approach"
DRG50304,0M9N30Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Percutaneous Approach"
DRG50304,0M9N40Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach"
DRG50304,0M9P00Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Open Approach"
DRG50304,0M9P0ZZ,"Drainage of Left Knee Bursa and Ligament, Open Approach"
DRG50304,0M9P30Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Percutaneous Approach"
DRG50304,0M9P40Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Percutaneous Endoscopic Approach"
DRG50304,0MCN0ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Open Approach"
DRG50304,0MCN3ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Percutaneous Approach"
DRG50304,0MCN4ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG50304,0MCP0ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Open Approach"
DRG50304,0MCP3ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Percutaneous Approach"
DRG50304,0MCP4ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG50304,0MNN0ZZ,"Release Right Knee Bursa and Ligament, Open Approach"
DRG50304,0MNN3ZZ,"Release Right Knee Bursa and Ligament, Percutaneous Approach"
DRG50304,0MNN4ZZ,"Release Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG50304,0MNNXZZ,"Release Right Knee Bursa and Ligament, External Approach"
DRG50304,0MNP0ZZ,"Release Left Knee Bursa and Ligament, Open Approach"
DRG50304,0MNP3ZZ,"Release Left Knee Bursa and Ligament, Percutaneous Approach"
DRG50304,0MNP4ZZ,"Release Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG50304,0MNPXZZ,"Release Left Knee Bursa and Ligament, External Approach"
DRG50304,0MQN0ZZ,"Repair Right Knee Bursa and Ligament, Open Approach"
DRG50304,0MQN3ZZ,"Repair Right Knee Bursa and Ligament, Percutaneous Approach"
DRG50304,0MQN4ZZ,"Repair Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG50304,0MQP0ZZ,"Repair Left Knee Bursa and Ligament, Open Approach"
DRG50304,0MQP3ZZ,"Repair Left Knee Bursa and Ligament, Percutaneous Approach"
DRG50304,0MQP4ZZ,"Repair Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
DRG50304,0QHD04Z,"Insertion of Internal Fixation Device into Right Patella, Open Approach"
DRG50304,0QHD05Z,"Insertion of External Fixation Device into Right Patella, Open Approach"
DRG50304,0QHD34Z,"Insertion of Internal Fixation Device into Right Patella, Percutaneous Approach"
DRG50304,0QHD35Z,"Insertion of External Fixation Device into Right Patella, Percutaneous Approach"
DRG50304,0QHD44Z,"Insertion of Internal Fixation Device into Right Patella, Percutaneous Endoscopic Approach"
DRG50304,0QHD45Z,"Insertion of External Fixation Device into Right Patella, Percutaneous Endoscopic Approach"
DRG50304,0QHF04Z,"Insertion of Internal Fixation Device into Left Patella, Open Approach"
DRG50304,0QHF05Z,"Insertion of External Fixation Device into Left Patella, Open Approach"
DRG50304,0QHF34Z,"Insertion of Internal Fixation Device into Left Patella, Percutaneous Approach"
DRG50304,0QHF35Z,"Insertion of External Fixation Device into Left Patella, Percutaneous Approach"
DRG50304,0QHF44Z,"Insertion of Internal Fixation Device into Left Patella, Percutaneous Endoscopic Approach"
DRG50304,0QHF45Z,"Insertion of External Fixation Device into Left Patella, Percutaneous Endoscopic Approach"
DRG50304,0QND0ZZ,"Release Right Patella, Open Approach"
DRG50304,0QND3ZZ,"Release Right Patella, Percutaneous Approach"
DRG50304,0QND4ZZ,"Release Right Patella, Percutaneous Endoscopic Approach"
DRG50304,0QNF0ZZ,"Release Left Patella, Open Approach"
DRG50304,0QNF3ZZ,"Release Left Patella, Percutaneous Approach"
DRG50304,0QNF4ZZ,"Release Left Patella, Percutaneous Endoscopic Approach"
DRG50304,0QRD07Z,"Replacement of Right Patella with Autologous Tissue Substitute, Open Approach"
DRG50304,0QRD0JZ,"Replacement of Right Patella with Synthetic Substitute, Open Approach"
DRG50304,0QRD0KZ,"Replacement of Right Patella with Nonautologous Tissue Substitute, Open Approach"
DRG50304,0QRD37Z,"Replacement of Right Patella with Autologous Tissue Substitute, Percutaneous Approach"
DRG50304,0QRD3JZ,"Replacement of Right Patella with Synthetic Substitute, Percutaneous Approach"
DRG50304,0QRD3KZ,"Replacement of Right Patella with Nonautologous Tissue Substitute, Percutaneous Approach"
DRG50304,0QRD47Z,"Replacement of Right Patella with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
DRG50304,0QRD4JZ,"Replacement of Right Patella with Synthetic Substitute, Percutaneous Endoscopic Approach"
DRG50304,0QRD4KZ,"Replacement of Right Patella with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
DRG50304,0QRF07Z,"Replacement of Left Patella with Autologous Tissue Substitute, Open Approach"
DRG50304,0QRF0JZ,"Replacement of Left Patella with Synthetic Substitute, Open Approach"
DRG50304,0QRF0KZ,"Replacement of Left Patella with Nonautologous Tissue Substitute, Open Approach"
DRG50304,0QRF37Z,"Replacement of Left Patella with Autologous Tissue Substitute, Percutaneous Approach"
DRG50304,0QRF3JZ,"Replacement of Left Patella with Synthetic Substitute, Percutaneous Approach"
DRG50304,0QRF3KZ,"Replacement of Left Patella with Nonautologous Tissue Substitute, Percutaneous Approach"
DRG50304,0QRF47Z,"Replacement of Left Patella with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
DRG50304,0QRF4JZ,"Replacement of Left Patella with Synthetic Substitute, Percutaneous Endoscopic Approach"
DRG50304,0QRF4KZ,"Replacement of Left Patella with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
