DRG,CM-PCS,en
DRG31002,N131,"Hydronephrosis with ureteral stricture, not elsewhere classified"
DRG31002,N132,Hydronephrosis with renal and ureteral calculous obstruction
DRG31002,N1330,Unspecified hydronephrosis
DRG31002,N1339,Other hydronephrosis
DRG31002,N134,Hydroureter
DRG31002,N138,Other obstructive and reflux uropathy
DRG31002,N200,Calculus of kidney
DRG31002,N201,Calculus of ureter
DRG31002,N202,Calculus of kidney with calculus of ureter
DRG31002,N209,"Urinary calculus, unspecified"
DRG31002,N210,Calculus in bladder
DRG31002,N211,Calculus in urethra
DRG31002,N218,Other lower urinary tract calculus
DRG31002,N219,"Calculus of lower urinary tract, unspecified"
DRG31002,N22,Calculus of urinary tract in diseases classified elsewhere
DRG31002,N23,Unspecified renal colic
DRG31002,0TC37ZZ,"Extirpation of Matter from Right Kidney Pelvis, Via Natural or Artificial Opening"
DRG31002,0TC38ZZ,"Extirpation of Matter from Right Kidney Pelvis, Via Natural or Artificial Opening Endoscopic"
DRG31002,0TC47ZZ,"Extirpation of Matter from Left Kidney Pelvis, Via Natural or Artificial Opening"
DRG31002,0TC48ZZ,"Extirpation of Matter from Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic"
DRG31002,0TC67ZZ,"Extirpation of Matter from Right Ureter, Via Natural or Artificial Opening"
DRG31002,0TC68ZZ,"Extirpation of Matter from Right Ureter, Via Natural or Artificial Opening Endoscopic"
DRG31002,0TC77ZZ,"Extirpation of Matter from Left Ureter, Via Natural or Artificial Opening"
DRG31002,0TC78ZZ,"Extirpation of Matter from Left Ureter, Via Natural or Artificial Opening Endoscopic"
DRG31002,0T9B7ZZ,"Drainage of Bladder, Via Natural or Artificial Opening"
DRG31002,0T9B8ZZ,"Drainage of Bladder, Via Natural or Artificial Opening Endoscopic"
DRG31002,0T9C7ZZ,"Drainage of Bladder Neck, Via Natural or Artificial Opening"
DRG31002,0T9C8ZZ,"Drainage of Bladder Neck, Via Natural or Artificial Opening Endoscopic"
DRG31002,0TCB7ZZ,"Extirpation of Matter from Bladder, Via Natural or Artificial Opening"
DRG31002,0TCB8ZZ,"Extirpation of Matter from Bladder, Via Natural or Artificial Opening Endoscopic"
DRG31002,0TCC7ZZ,"Extirpation of Matter from Bladder Neck, Via Natural or Artificial Opening"
DRG31002,0TCC8ZZ,"Extirpation of Matter from Bladder Neck, Via Natural or Artificial Opening Endoscopic"
