,DRG,CM-PCS,en
12646,DRG07402,A186,Tuberculosis of (inner) (middle) ear
12647,DRG07402,A360,Pharyngeal diphtheria
12648,DRG07402,A361,Nasopharyngeal diphtheria
12649,DRG07402,A362,Laryngeal diphtheria
12650,DRG07402,A665,Gangosa
12651,DRG07402,B001,Herpesviral vesicular dermatitis
12652,DRG07402,B3784,Candidal otitis externa
12653,DRG07402,D104,Benign neoplasm of tonsil
12654,DRG07402,D105,Benign neoplasm of other parts of oropharynx
12655,DRG07402,D106,Benign neoplasm of nasopharynx
12656,DRG07402,D107,Benign neoplasm of hypopharynx
12657,DRG07402,D109,"Benign neoplasm of pharynx, unspecified"
12658,DRG07402,D110,Benign neoplasm of parotid gland
12659,DRG07402,D117,Benign neoplasm of other major salivary glands
12660,DRG07402,D119,"Benign neoplasm of major salivary gland, unspecified"
12661,DRG07402,D140,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses"
12662,DRG07402,D141,Benign neoplasm of larynx
12663,DRG07402,H6000,"Abscess of external ear, unspecified ear"
12664,DRG07402,H6001,Abscess of right external ear
12665,DRG07402,H6002,Abscess of left external ear
12666,DRG07402,H6003,"Abscess of external ear, bilateral"
12667,DRG07402,H6010,"Cellulitis of external ear, unspecified ear"
12668,DRG07402,H6011,Cellulitis of right external ear
12669,DRG07402,H6012,Cellulitis of left external ear
12670,DRG07402,H6013,"Cellulitis of external ear, bilateral"
12671,DRG07402,H6020,"Malignant otitis externa, unspecified ear"
12672,DRG07402,H6021,"Malignant otitis externa, right ear"
12673,DRG07402,H6022,"Malignant otitis externa, left ear"
12674,DRG07402,H6023,"Malignant otitis externa, bilateral"
12675,DRG07402,H60311,"Diffuse otitis externa, right ear"
12676,DRG07402,H60312,"Diffuse otitis externa, left ear"
12677,DRG07402,H60313,"Diffuse otitis externa, bilateral"
12678,DRG07402,H60319,"Diffuse otitis externa, unspecified ear"
12679,DRG07402,H60321,"Hemorrhagic otitis externa, right ear"
12680,DRG07402,H60322,"Hemorrhagic otitis externa, left ear"
12681,DRG07402,H60323,"Hemorrhagic otitis externa, bilateral"
12682,DRG07402,H60329,"Hemorrhagic otitis externa, unspecified ear"
12683,DRG07402,H60331,"Swimmer's ear, right ear"
12684,DRG07402,H60332,"Swimmer's ear, left ear"
12685,DRG07402,H60333,"Swimmer's ear, bilateral"
12686,DRG07402,H60339,"Swimmer's ear, unspecified ear"
12687,DRG07402,H60391,"Other infective otitis externa, right ear"
12688,DRG07402,H60392,"Other infective otitis externa, left ear"
12689,DRG07402,H60393,"Other infective otitis externa, bilateral"
