,DRG,CM-PCS,en
10756,DRG31606,I120,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
10757,DRG31606,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease"
10758,DRG31606,N170,Acute kidney failure with tubular necrosis
10759,DRG31606,N171,Acute kidney failure with acute cortical necrosis
10760,DRG31606,N172,Acute kidney failure with medullary necrosis
10761,DRG31606,N178,Other acute kidney failure
10762,DRG31606,N179,"Acute kidney failure, unspecified"
10763,DRG31606,N184,"Chronic kidney disease, stage 4 (severe)"
10764,DRG31606,N185,"Chronic kidney disease, stage 5"
10765,DRG31606,N186,End stage renal disease
10766,DRG31606,N189,"Chronic kidney disease, unspecified"
10767,DRG31606,N19,Unspecified kidney failure
10768,DRG31606,R34,Anuria and oliguria
10769,DRG31606,T795XXA,"Traumatic anuria, initial encounter"
10772,DRG31606,I129,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
10773,DRG31606,I1310,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
10776,DRG31606,N184,"Chronic kidney disease, stage 4 (severe)"
10779,DRG31606,5A1D00Z,"Performance of Urinary Filtration, Single"
10780,DRG31606,5A1D60Z,"Performance of Urinary Filtration, Multiple"
10783,DRG31606,05H033Z,"Insertion of Infusion Device into Azygos Vein, Percutaneous Approach"
10784,DRG31606,05H133Z,"Insertion of Infusion Device into Hemiazygos Vein, Percutaneous Approach"
10785,DRG31606,05H333Z,"Insertion of Infusion Device into Right Innominate Vein, Percutaneous Approach"
10786,DRG31606,05H433Z,"Insertion of Infusion Device into Left Innominate Vein, Percutaneous Approach"
10787,DRG31606,05H533Z,"Insertion of Infusion Device into Right Subclavian Vein, Percutaneous Approach"
10788,DRG31606,05H633Z,"Insertion of Infusion Device into Left Subclavian Vein, Percutaneous Approach"
10789,DRG31606,05H733Z,"Insertion of Infusion Device into Right Axillary Vein, Percutaneous Approach"
10790,DRG31606,05H833Z,"Insertion of Infusion Device into Left Axillary Vein, Percutaneous Approach"
10791,DRG31606,05H933Z,"Insertion of Infusion Device into Right Brachial Vein, Percutaneous Approach"
10792,DRG31606,05HA33Z,"Insertion of Infusion Device into Left Brachial Vein, Percutaneous Approach"
10793,DRG31606,05HB33Z,"Insertion of Infusion Device into Right Basilic Vein, Percutaneous Approach"
10794,DRG31606,05HC33Z,"Insertion of Infusion Device into Left Basilic Vein, Percutaneous Approach"
10795,DRG31606,05HD33Z,"Insertion of Infusion Device into Right Cephalic Vein, Percutaneous Approach"
