,DRG,CM-PCS,en
50793,DRG03004,S020XXA,"Fracture of vault of skull, initial encounter for closed fracture"
50794,DRG03004,S020XXB,"Fracture of vault of skull, initial encounter for open fracture"
50795,DRG03004,S0210XA,"Unspecified fracture of base of skull, initial encounter for closed fracture"
50796,DRG03004,S0210XB,"Unspecified fracture of base of skull, initial encounter for open fracture"
50797,DRG03004,S02110A,"Type I occipital condyle fracture, initial encounter for closed fracture"
50798,DRG03004,S02110B,"Type I occipital condyle fracture, initial encounter for open fracture"
50799,DRG03004,S02111A,"Type II occipital condyle fracture, initial encounter for closed fracture"
50800,DRG03004,S02111B,"Type II occipital condyle fracture, initial encounter for open fracture"
50801,DRG03004,S02112A,"Type III occipital condyle fracture, initial encounter for closed fracture"
50802,DRG03004,S02112B,"Type III occipital condyle fracture, initial encounter for open fracture"
50803,DRG03004,S02113A,"Unspecified occipital condyle fracture, initial encounter for closed fracture"
50804,DRG03004,S02113B,"Unspecified occipital condyle fracture, initial encounter for open fracture"
50805,DRG03004,S02118A,"Other fracture of occiput, initial encounter for closed fracture"
50806,DRG03004,S02118B,"Other fracture of occiput, initial encounter for open fracture"
50807,DRG03004,S02119A,"Unspecified fracture of occiput, initial encounter for closed fracture"
50808,DRG03004,S02119B,"Unspecified fracture of occiput, initial encounter for open fracture"
50809,DRG03004,S0219XA,"Other fracture of base of skull, initial encounter for closed fracture"
50810,DRG03004,S0219XB,"Other fracture of base of skull, initial encounter for open fracture"
50811,DRG03004,S0291XA,"Unspecified fracture of skull, initial encounter for closed fracture"
50812,DRG03004,S0291XB,"Unspecified fracture of skull, initial encounter for open fracture"
50815,DRG03004,S061X0A,"Traumatic cerebral edema without loss of consciousness, initial encounter"
50816,DRG03004,S062X0A,"Diffuse traumatic brain injury without loss of consciousness, initial encounter"
50817,DRG03004,S06300A,"Unspecified focal traumatic brain injury without loss of consciousness, initial encounter"
50818,DRG03004,S06310A,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter"
50819,DRG03004,S06320A,"Contusion and laceration of left cerebrum without loss of consciousness, initial encounter"
50820,DRG03004,S06330A,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter"
50821,DRG03004,S06340A,"Traumatic hemorrhage of right cerebrum without loss of consciousness, initial encounter"
50822,DRG03004,S06350A,"Traumatic hemorrhage of left cerebrum without loss of consciousness, initial encounter"
50823,DRG03004,S06360A,"Traumatic hemorrhage of cerebrum, unspecified, without loss of consciousness, initial encounter"
50824,DRG03004,S06370A,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter"
50825,DRG03004,S06380A,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter"
50826,DRG03004,S064X0A,"Epidural hemorrhage without loss of consciousness, initial encounter"
50827,DRG03004,S065X0A,"Traumatic subdural hemorrhage without loss of consciousness, initial encounter"
50828,DRG03004,S066X0A,"Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter"
50829,DRG03004,S06810A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter"
50830,DRG03004,S06820A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter"
50831,DRG03004,S06890A,"Other specified intracranial injury without loss of consciousness, initial encounter"
50832,DRG03004,S069X0A,"Unspecified intracranial injury without loss of consciousness, initial encounter"
