DRG,CM-PCS,en
DRG04210,085A0ZZ,"Destruction of Right Choroid, Open Approach"
DRG04210,085A3ZZ,"Destruction of Right Choroid, Percutaneous Approach"
DRG04210,085B0ZZ,"Destruction of Left Choroid, Open Approach"
DRG04210,085B3ZZ,"Destruction of Left Choroid, Percutaneous Approach"
DRG04210,089430Z,"Drainage of Right Vitreous with Drainage Device, Percutaneous Approach"
DRG04210,08943ZZ,"Drainage of Right Vitreous, Percutaneous Approach"
DRG04210,089530Z,"Drainage of Left Vitreous with Drainage Device, Percutaneous Approach"
DRG04210,08953ZZ,"Drainage of Left Vitreous, Percutaneous Approach"
DRG04210,08BA0ZZ,"Excision of Right Choroid, Open Approach"
DRG04210,08BA3ZZ,"Excision of Right Choroid, Percutaneous Approach"
DRG04210,08BB0ZZ,"Excision of Left Choroid, Open Approach"
DRG04210,08BB3ZZ,"Excision of Left Choroid, Percutaneous Approach"
DRG04210,08R437Z,"Replacement of Right Vitreous with Autologous Tissue Substitute, Percutaneous Approach"
DRG04210,08R43JZ,"Replacement of Right Vitreous with Synthetic Substitute, Percutaneous Approach"
DRG04210,08R43KZ,"Replacement of Right Vitreous with Nonautologous Tissue Substitute, Percutaneous Approach"
DRG04210,08R537Z,"Replacement of Left Vitreous with Autologous Tissue Substitute, Percutaneous Approach"
DRG04210,08R53JZ,"Replacement of Left Vitreous with Synthetic Substitute, Percutaneous Approach"
DRG04210,08R53KZ,"Replacement of Left Vitreous with Nonautologous Tissue Substitute, Percutaneous Approach"
